<pad>	100000
<unk>	100000
<bos>	100000
<eos>	100000
的	1102
。	963
，	525
了	230
.	225
在	210
是	208
我	181
你	164
和	147
他	126
我们	113
,	84
有	80
一个	79
对	72
中	67
 	65
？	61
与	57
人	57
也	53
她	52
不	51
他们	49
、	47
这	46
到	45
都	45
上	43
可以	42
将	41
被	40
会	40
把	39
；	39
要	38
就	36
没有	35
而	35
：	34
很	33
地	32
?	32
为	32
这些	32
问题	30
吗	30
您	30
进行	30
研究	30
这个	29
！	28
给	28
做	28
去	28
好	27
它	27
或	27
着	27
能	26
来	26
说	26
但	26
需要	25
什么	25
就是	24
时	23
及	23
从	22
方法	22
自己	22
里	21
以	21
还	21
必须	20
“	20
因为	20
现在	19
工作	19
使用	19
并	18
让	18
知道	18
治疗	18
一种	17
中国	17
喜欢	17
重要	17
认为	17
”	17
那	17
这种	16
通过	16
关系	16
如果	16
时间	16
不同	16
技术	16
使	16
一些	16
当	16
可能	16
新	15
该	15
开始	15
下	15
一	15
发展	15
已	15
请	15
后	15
更	15
目的	15
提供	14
公司	14
介绍	14
想	14
美国	14
不是	14
今天	13
过程	13
应用	13
存在	13
多	13
这里	13
看	13
分析	13
-	13
向	13
用	13
又	12
已经	12
所有	12
信息	12
但是	12
行为	12
发生	12
选择	12
不要	12
危险	12
得到	11
影响	11
这是	11
市场	11
系统	11
工程	11
按	11
最	11
们	11
一直	11
每个	11
于	11
你们	11
支持	10
孩子	10
作用	10
比	10
作为	10
时候	10
任何	10
人们	10
此	10
可	10
提高	10
许多	10
我会	10
国家	10
成为	10
生产	10
东西	10
得	10
政府	10
决定	10
希望	10
;	10
这样	9
为了	9
应该	9
一下	9
安全	9
过	9
数据	9
提出	9
结果	9
管理	9
因素	9
主要	9
建立	9
真正	9
所	9
及其	9
个	9
目标	9
比赛	9
设备	8
解决	8
目前	8
有关	8
产品	8
出现	8
设计	8
（	8
）	8
运动	8
要求	8
爱	8
感到	8
起来	8
讨论	8
包装	8
有效	8
走	8
原因	8
只是	8
注意	8
表现	8
还有	8
事	8
是否	8
最后	8
不能	8
很多	8
再	8
我国	8
实现	8
那个	8
非常	8
—	8
基于	8
简单	8
文化	8
社会	8
活动	8
其	8
没	8
啦	8
能够	7
呢	7
最好	7
运行	7
存储	7
出	7
用于	7
完成	7
英语	7
由	7
正在	7
只	7
个人	7
传统	7
地方	7
控制	7
探讨	7
还是	7
汽车	7
过去	7
跑	7
听到	7
本文	7
高	7
合作	7
然而	7
告诉	7
先生	7
则	7
当然	7
组织	7
帮助	7
同时	7
处理	7
一样	7
它们	7
不会	7
之后	7
具有	7
真的	7
发现	7
朋友	7
直接	7
经济	7
内容	7
整个	6
那么	6
以前	6
父母	6
另	6
改革	6
采用	6
健康	6
记录	6
其它	6
如何	6
有着	6
操作	6
关于	6
未	6
正	6
由于	6
两个	6
各种	6
性能	6
前	6
方面	6
模型	6
经验	6
之一	6
这项	6
检测	6
应	6
老师	6
实践	6
城市	6
生活	6
大	6
然后	6
模式	6
特别	6
感受	6
跟	6
错误	6
受到	6
才	6
感觉	6
专业	6
以及	6
患者	6
计划	6
对于	6
一点	6
却	6
!	6
意识	6
国际	6
内	6
投资	6
改善	6
房子	6
虽然	6
这一	5
策略	5
吧	5
事件	5
愿意	5
一定	5
一次	5
状态	5
之间	5
制造	5
这么	5
文件	5
建议	5
现状	5
:	5
收到	5
有人	5
经常	5
学生	5
根据	5
分离	5
认识	5
详细	5
别人	5
大学	5
情况	5
的话	5
执行	5
一件	5
确实	5
等	5
只要	5
利用	5
书	5
银行	5
不得不	5
考虑	5
了解	5
本	5
诊断	5
准确	5
机会	5
一部分	5
失去	5
能力	5
规范	5
重点	5
中心	5
结构	5
北京	5
那些	5
成功	5
更加	5
反应	5
像	5
其中	5
一起	5
表示	5
语言	5
有点	5
找到	5
方式	5
图像	5
网络	5
机构	5
相比	5
结论	5
因	5
避免	5
职业	5
怎样	5
吃	5
部分	5
死	5
非	5
事情	5
变化	5
太	5
船	5
资讯	5
企业	5
物质	5
现代	5
委员会	5
怎么	4
基本	4
医疗	4
上面	4
足够	4
点	4
特殊	4
服务	4
形成	4
买	4
过来	4
小	4
需求	4
允许	4
其他	4
情报	4
包括	4
材料	4
月	4
标准	4
拒绝	4
温度	4
酶	4
承认	4
4	4
联合国	4
大多数	4
也许	4
测定	4
两种	4
完全	4
取得	4
总统	4
人类	4
为什么	4
修理	4
任务	4
逐渐	4
清晰	4
编辑	4
离开	4
者	4
作出	4
相当	4
比较	4
2	4
或者	4
太阳	4
缺乏	4
学校	4
钱	4
男人	4
儿子	4
我要	4
规定	4
公园	4
肿瘤	4
资源	4
才能	4
启动	4
每	4
这场	4
准备	4
合成	4
声音	4
英国	4
历史	4
积极	4
态度	4
似乎	4
关键	4
质量	4
值得	4
参加	4
形式	4
能量	4
引发	4
良好	4
住	4
相关	4
综合	4
适合	4
飞机	4
机器	4
负责	4
如	4
区域	4
某些	4
方向	4
写	4
看起来	4
表达	4
构成	4
定位	4
听	4
学习	4
当地	4
科学	4
未来	4
尝试	4
永远	4
性	4
主	4
有时	4
步骤	4
设置	4
水	4
战略	4
减少	4
明显	4
当时	4
父亲	4
价值	4
第一	4
看来	4
显示	4
·	4
论文	4
至	4
身边	4
带	4
试验	4
利益	4
类	4
两	4
出来	4
三个	4
世界	4
全球	4
称为	4
增加	4
讲	4
产量	4
无法	4
制度	4
达到	4
条件	4
病人	4
行政	4
进一步	4
小时	4
服务器	4
消息	4
说明	4
联系	4
一位	4
空间	4
拥有	4
音乐	3
身上	3
客户	3
完善	3
类似	3
专家	3
程序	3
6	3
家里	3
每天	3
确保	3
集群	3
供应链	3
工艺	3
溶剂	3
一辆	3
掉	3
金钱	3
选民	3
不仅仅	3
以后	3
教育	3
创意	3
表面	3
消费	3
放进	3
造成	3
专利	3
异常	3
永远都是	3
足球	3
提前	3
改变	3
测试	3
路	3
先	3
玩	3
应当	3
门	3
领域	3
共和党	3
明确	3
全部	3
名字	3
&	3
计算	3
总是	3
较	3
选举	3
作	3
第三	3
报道	3
/	3
坐下	3
起	3
采取	3
行动	3
云	3
分类	3
特定	3
保证	3
旅行	3
均	3
肾	3
过后	3
放松	3
知识	3
职位	3
俱乐部	3
伟大	3
通常	3
鱼	3
对象	3
元素	3
白色	3
说话	3
妇女	3
看到	3
临时	3
电脑	3
呀	3
这次	3
回答	3
效果	3
调查	3
军队	3
仅仅	3
指导	3
之前	3
担心	3
西方	3
靠	3
帮	3
评论	3
价格	3
成立	3
网站	3
例如	3
不错	3
称	3
显得	3
农民	3
只有	3
上海	3
猫	3
而言	3
一项	3
特点	3
家长	3
结合	3
工业	3
自动化	3
快速	3
一般	3
神	3
损伤	3
预测	3
刚刚	3
报告	3
紧张	3
寻找	3
经过	3
心	3
《	3
》	3
沟通	3
效益	3
参与	3
虚拟	3
例子	3
导致	3
综合征	3
奇怪	3
自由	3
医生	3
理解	3
评价	3
30	3
工具	3
若	3
购买	3
如此	3
正式	3
之	3
日子	3
秘密	3
类型	3
可是	3
同样	3
艺术	3
有些	3
符合	3
习惯	3
往往	3
降低	3
建设	3
旁边	3
节日	3
道理	3
体	3
谁	3
长时间	3
头发	3
人民币	3
特性	3
癌症	3
项目	3
站	3
例	3
生命	3
创建	3
5	3
更改	3
删除	3
动物	3
指定	3
天气	3
取消	3
早期	3
介入	3
公共	3
安装	3
机器人	3
实验	3
大小	3
烦恼	3
会以	3
成	3
环境	3
周围	3
产生	3
兴趣	3
再生	3
日本	3
唱	3
医院	3
酚	3
表明	3
表	3
本身	3
办法	3
几乎	3
到达	3
坐在	3
带来	3
初步	3
难	3
年轻人	3
不可	3
教学	3
多少	3
随着	3
首先	3
外	3
政治	3
卫生	3
生成	3
无	3
适用	3
曾经	3
电池	3
速度	3
流动	3
平台	3
争吵	3
几种	3
建筑	3
吸附	3
唯一	3
长度	3
手术	3
员工	3
视图	3
转换	3
真	3
措施	3
特征	3
找	3
看作	3
所以	3
奥巴马	3
岁	3
而且	3
效率	3
一条	3
记者	3
获取	3
是从	3
房间	3
官员	3
老	3
薪水	3
连接	3
女人	3
韩国	3
国内外	3
严重	3
政策	3
越来越	3
夹克	3
意思	3
简要	3
具体	3
约翰	3
意义	3
部门	3
街道	3
属于	3
安排	3
共同	3
一切	3
主调	2
时期	2
特例	2
古人	2
基因	2
阻止	2
大象	2
体重	2
睡	2
放在	2
爷爷	2
身体	2
电子	2
一旦	2
梁	2
负载	2
强度	2
营养	2
收紧	2
有趣	2
业务	2
安全带	2
华丽	2
冒险	2
式	2
自行车	2
所能	2
尚未	2
纺织品	2
武器	2
天主	2
最高	2
层次	2
实际上	2
即	2
商业	2
强调	2
主张	2
仍	2
快	2
监管	2
事故	2
现场	2
污染	2
销售	2
沙堆	2
抱歉	2
麻烦	2
最棒	2
英格兰	2
优点	2
表演	2
通知	2
下载	2
修改	2
代码	2
